,income
4680,1.0
4681,0.311
4682,0.191
4683,0.013
4684,0.002
4685,0.667
4686,0.076
4687,0.0
4688,0.0
4689,0.18
4690,0.003
4691,0.137
4692,0.03
4693,0.0
4694,0.993
4695,0.02
4696,0.083
4697,0.004
4698,0.006
4699,0.084
4700,0.01
4701,0.0
4702,0.0
4703,0.017
4704,0.745
4705,0.004
4706,0.32
4707,0.036
4708,0.0
4709,0.83
4710,0.009
4711,0.229
4712,0.0
4713,0.007
4714,0.0
4715,0.006
4716,0.002
4717,0.888
4718,0.001
4719,0.013
4720,0.004
4721,0.773
4722,0.0
4723,0.177
4724,0.17
4725,0.0
4726,0.284
4727,0.957
4728,0.002
4729,0.011
4730,0.011
4731,0.001
4732,0.0
4733,0.0
4734,0.001
4735,0.001
4736,0.91
4737,0.01
4738,0.016
4739,0.005
4740,0.715
4741,0.043
4742,0.927
4743,0.279
4744,0.076
4745,0.001
4746,0.876
4747,0.955
4748,0.144
4749,0.058
4750,0.419
4751,0.069
4752,0.098
4753,0.76
4754,0.058
4755,0.209
4756,0.202
4757,0.17
4758,0.944
4759,0.009
4760,0.241
4761,0.857
4762,0.055
4763,0.765
4764,0.136
4765,0.676
4766,0.128
4767,0.0
4768,0.872
4769,0.001
4770,0.0
4771,0.088
4772,0.841
4773,0.111
4774,0.005
4775,0.018
4776,0.684
4777,0.0
4778,0.028
4779,0.004
4780,0.994
4781,0.013
4782,0.991
4783,0.0
4784,0.963
4785,0.0
4786,0.004
4787,0.55
4788,0.347
4789,0.1
4790,0.072
4791,0.167
4792,0.181
4793,0.65
4794,0.169
4795,0.271
4796,0.001
4797,0.833
4798,0.005
4799,0.115
4800,0.019
4801,0.106
4802,0.007
4803,0.009
4804,0.136
4805,0.873
4806,0.96
4807,0.697
4808,0.878
4809,0.011
4810,0.518
4811,0.002
4812,0.639
4813,0.035
4814,0.0
4815,0.197
4816,0.897
4817,0.0
4818,0.0
4819,0.011
4820,0.005
4821,0.099
4822,0.048
4823,0.092
4824,0.024
4825,0.803
4826,0.002
4827,0.774
4828,0.001
4829,0.015
4830,0.003
4831,0.009
4832,0.251
4833,0.776
4834,0.028
4835,0.0
4836,0.739
4837,0.003
4838,0.027
4839,0.004
4840,0.003
4841,0.009
4842,0.003
4843,0.146
4844,0.0
4845,0.134
4846,0.244
4847,0.91
4848,0.163
4849,0.175
4850,0.761
4851,0.225
4852,0.303
4853,0.0
4854,0.006
4855,0.0
4856,0.017
4857,0.105
4858,0.43
4859,0.0
4860,0.036
4861,0.002
4862,0.881
4863,0.072
4864,0.001
4865,0.981
4866,0.003
4867,0.107
4868,0.001
4869,0.023
4870,0.901
4871,0.0
4872,0.359
4873,0.913
4874,0.973
4875,0.948
4876,0.004
4877,0.004
4878,0.484
4879,0.04
4880,0.076
4881,0.008
4882,0.092
4883,0.015
4884,0.001
4885,0.98
4886,0.001
4887,0.016
4888,0.968
4889,0.033
4890,0.154
4891,0.0
4892,0.0
4893,0.005
4894,0.89
4895,0.02
4896,0.0
4897,0.846
4898,0.999
4899,0.085
4900,0.01
4901,0.098
4902,0.065
4903,0.904
4904,0.0
4905,0.77
4906,0.992
4907,0.003
4908,0.786
4909,0.101
4910,0.049
4911,0.0
4912,0.0
4913,0.0
4914,0.994
4915,0.0
4916,0.104
4917,0.024
4918,0.042
4919,0.0
4920,0.747
4921,0.225
4922,0.059
4923,0.908
4924,0.093
4925,0.002
4926,0.077
4927,0.0
4928,0.691
4929,0.046
4930,0.001
4931,0.0
4932,0.008
4933,0.013
4934,0.003
4935,0.789
4936,0.005
4937,0.0
4938,0.378
4939,0.024
4940,0.318
4941,0.187
4942,0.0
4943,0.705
4944,0.992
4945,0.226
4946,0.049
4947,0.804
4948,0.137
4949,0.915
4950,0.512
4951,0.811
4952,0.872
4953,0.963
4954,0.0
4955,0.02
4956,0.07
4957,0.063
4958,0.0
4959,0.089
4960,0.0
4961,0.69
4962,0.073
4963,0.016
4964,0.137
4965,0.421
4966,0.0
4967,0.849
4968,0.052
4969,0.003
4970,0.638
4971,0.112
4972,0.907
4973,0.03
4974,0.649
4975,0.041
4976,0.845
4977,0.14
4978,0.992
4979,0.031
4980,0.004
4981,0.028
4982,0.0
4983,0.979
4984,0.0
4985,0.003
4986,0.003
4987,0.226
4988,0.904
4989,0.041
4990,0.259
4991,0.009
4992,0.017
4993,0.0
4994,0.345
4995,0.0
4996,0.747
4997,0.803
4998,0.007
4999,0.081
5000,0.988
5001,0.1
5002,0.409
5003,0.0
5004,0.043
5005,0.146
5006,0.0
5007,0.971
5008,0.281
5009,0.017
5010,0.004
5011,0.014
5012,0.062
5013,0.926
5014,0.685
5015,0.048
5016,0.01
5017,0.0
5018,0.063
5019,0.001
5020,0.0
5021,0.067
5022,0.097
5023,0.003
5024,0.162
5025,0.137
5026,0.828
5027,0.845
5028,0.316
5029,0.0
5030,0.0
5031,0.185
5032,0.006
5033,1.0
5034,0.131
5035,0.058
5036,0.233
5037,0.254
5038,0.176
5039,0.189
5040,0.029
5041,0.029
5042,0.006
5043,0.026
5044,0.967
5045,0.774
5046,0.09
5047,0.009
5048,0.018
5049,0.943
5050,0.223
5051,0.995
5052,0.016
5053,0.934
5054,0.0
5055,0.001
5056,0.052
5057,0.045
5058,0.337
5059,0.019
5060,0.145
5061,0.0
5062,0.788
5063,0.057
5064,0.0
5065,0.01
5066,0.733
5067,0.012
5068,0.005
5069,0.835
5070,0.0
5071,0.024
5072,0.682
5073,0.995
5074,0.119
5075,0.703
5076,0.002
5077,0.129
5078,0.207
5079,0.039
5080,0.005
5081,0.039
5082,0.116
5083,0.0
5084,0.192
5085,0.694
5086,0.004
5087,0.0
5088,0.976
5089,0.217
5090,0.0
5091,0.017
5092,0.044
5093,0.333
5094,0.002
5095,0.15
5096,0.004
5097,0.158
5098,1.0
5099,0.866
5100,0.032
5101,0.758
5102,0.072
5103,0.139
5104,0.007
5105,0.023
5106,0.047
5107,0.002
5108,0.531
5109,0.435
5110,0.0
5111,0.001
5112,0.247
5113,0.001
5114,0.083
5115,0.017
5116,0.001
5117,0.004
5118,0.206
5119,0.004
5120,0.572
5121,0.837
5122,0.001
5123,0.349
5124,0.0
5125,0.001
5126,0.0
5127,0.05
5128,0.0
5129,0.248
5130,0.018
5131,0.532
5132,0.001
5133,0.042
5134,0.017
5135,0.064
5136,0.001
5137,0.869
5138,0.017
5139,0.314
5140,0.935
5141,0.012
5142,0.001
5143,0.075
5144,0.058
5145,0.0
5146,0.007
5147,0.0
5148,0.021
5149,0.04
5150,0.803
5151,0.069
5152,0.001
5153,0.015
5154,0.205
5155,0.911
5156,0.03
5157,0.373
5158,0.646
5159,0.04
5160,0.876
5161,0.033
5162,0.048
5163,0.028
5164,0.819
5165,0.004
5166,0.996
5167,0.997
5168,0.104
5169,0.972
5170,0.009
5171,0.003
5172,0.669
5173,0.993
5174,0.0
5175,0.728
5176,0.627
5177,0.004
5178,0.008
5179,0.94
5180,0.038
5181,0.0
5182,0.002
5183,0.702
5184,0.993
5185,0.0
5186,0.096
5187,0.07
5188,0.008
5189,0.039
5190,0.109
5191,0.0
5192,0.998
5193,0.002
5194,0.276
5195,0.003
5196,0.809
5197,0.486
5198,0.662
5199,0.004
5200,0.329
5201,0.761
5202,0.983
5203,0.0
5204,0.01
5205,0.085
5206,0.0
5207,0.015
5208,0.012
5209,0.002
5210,0.0
5211,0.726
5212,0.028
5213,0.0
5214,0.117
5215,0.173
5216,0.021
5217,0.0
5218,0.005
5219,0.255
5220,0.868
5221,0.0
5222,0.933
5223,0.001
5224,0.97
5225,0.016
5226,0.085
5227,0.787
5228,0.001
5229,0.027
5230,0.039
5231,0.682
5232,0.008
5233,0.256
5234,0.225
5235,0.0
5236,0.841
5237,0.0
5238,0.961
5239,0.013
5240,0.0
5241,0.141
5242,0.109
5243,0.009
5244,0.035
5245,0.547
5246,0.018
5247,0.0
5248,0.032
5249,0.042
5250,0.049
5251,0.758
5252,0.002
5253,0.107
5254,0.008
5255,0.002
5256,0.001
5257,0.018
5258,0.0
5259,0.0
5260,0.0
5261,0.004
5262,0.071
5263,0.0
5264,0.776
5265,0.002
5266,0.0
5267,0.977
5268,0.0
5269,0.711
5270,0.0
5271,0.0
5272,0.022
5273,0.121
5274,0.758
5275,0.988
5276,0.979
5277,0.01
5278,0.002
5279,0.047
5280,0.098
5281,0.002
5282,0.759
5283,0.287
5284,0.038
5285,0.758
5286,0.001
5287,0.81
5288,0.012
5289,0.022
5290,0.833
5291,0.029
5292,0.0
5293,0.082
5294,0.135
5295,0.117
5296,0.041
5297,0.008
5298,0.288
5299,0.067
5300,0.029
5301,0.814
5302,0.0
5303,0.0
5304,0.059
5305,0.146
5306,0.103
5307,0.005
5308,0.0
5309,0.82
5310,0.033
5311,0.885
5312,0.102
5313,0.005
5314,0.05
5315,0.0
5316,0.001
5317,0.003
5318,0.197
5319,0.308
5320,0.0
5321,0.0
5322,0.002
5323,0.143
5324,0.004
5325,0.0
5326,0.128
5327,0.725
5328,0.006
5329,0.814
5330,0.165
5331,0.04
5332,0.0
5333,0.0
5334,0.201
5335,0.164
5336,0.0
5337,0.71
5338,0.032
5339,0.0
5340,0.176
5341,0.0
5342,0.017
5343,0.0
5344,0.059
5345,0.087
5346,0.002
5347,0.018
5348,0.0
5349,0.739
5350,0.001
5351,0.673
5352,0.0
5353,0.014
5354,0.112
5355,0.111
5356,0.0
5357,0.125
5358,0.685
5359,0.014
5360,0.0
5361,0.0
5362,0.123
5363,0.001
5364,0.246
5365,0.014
5366,0.021
5367,0.0
5368,0.904
5369,0.161
5370,0.955
5371,0.0
5372,0.108
5373,0.207
5374,0.775
5375,0.009
5376,0.168
5377,0.693
5378,0.004
5379,0.344
5380,0.774
5381,0.0
5382,0.149
5383,0.0
5384,0.0
5385,0.641
5386,0.044
5387,0.055
5388,0.943
5389,0.081
5390,0.003
5391,0.151
5392,0.034
5393,0.084
5394,0.248
5395,0.003
5396,0.0
5397,0.706
5398,0.019
5399,0.015
5400,0.998
5401,0.0
5402,0.02
5403,0.257
5404,0.118
5405,0.888
5406,0.814
5407,0.645
5408,0.763
5409,0.002
5410,0.04
5411,0.117
5412,0.0
5413,0.018
5414,0.752
5415,0.002
5416,0.037
5417,0.341
5418,0.841
5419,0.047
5420,0.046
5421,0.038
5422,0.278
5423,0.003
5424,0.016
5425,0.995
5426,0.0
5427,0.106
5428,0.027
5429,0.979
5430,0.215
5431,0.784
5432,0.48
5433,0.004
5434,0.01
5435,0.011
5436,0.678
5437,0.998
5438,0.116
5439,0.003
5440,0.009
5441,0.039
5442,0.081
5443,0.076
5444,0.249
5445,0.005
5446,0.028
5447,0.0
5448,0.076
5449,0.0
5450,0.001
5451,0.001
5452,0.002
5453,0.006
5454,0.183
5455,0.096
5456,0.713
5457,0.674
5458,0.874
5459,0.072
5460,0.0
5461,0.005
5462,0.998
5463,0.004
5464,0.049
5465,0.142
5466,0.0
5467,0.0
5468,0.161
5469,0.002
5470,0.001
5471,0.015
5472,0.0
5473,0.993
5474,0.101
5475,0.001
5476,0.0
5477,0.001
5478,0.718
5479,0.998
5480,0.923
5481,0.03
5482,0.007
5483,0.0
5484,0.027
5485,0.003
5486,0.107
5487,0.257
5488,0.808
5489,0.039
5490,0.553
5491,0.003
5492,0.045
5493,0.014
5494,0.987
5495,0.0
5496,0.005
5497,0.868
5498,0.016
5499,0.031
5500,0.141
5501,0.193
5502,0.0
5503,0.0
5504,0.01
5505,0.029
5506,0.0
5507,0.672
5508,0.0
5509,0.301
5510,0.001
5511,0.0
5512,0.0
5513,0.022
5514,0.709
5515,0.0
5516,0.014
5517,0.123
5518,0.789
5519,0.002
5520,0.0
5521,0.759
5522,0.032
5523,0.932
5524,0.005
5525,0.099
5526,0.0
5527,0.0
5528,0.02
5529,0.594
5530,0.842
5531,0.086
5532,0.943
5533,0.004
5534,0.032
5535,0.0
5536,0.083
5537,0.878
5538,0.987
5539,0.009
5540,0.076
5541,0.0
5542,0.504
5543,0.861
5544,0.182
5545,0.011
5546,0.124
5547,0.996
5548,0.004
5549,0.21
5550,0.165
5551,0.028
5552,0.137
5553,0.0
5554,0.071
5555,0.804
5556,0.0
5557,0.006
5558,0.127
5559,0.09
5560,0.73
5561,0.003
5562,0.226
5563,0.002
5564,0.696
5565,0.0
5566,0.243
5567,0.039
5568,0.998
5569,0.01
5570,0.997
5571,0.004
5572,0.043
5573,0.485
5574,0.826
5575,0.063
5576,0.137
5577,0.512
5578,0.047
5579,0.0
5580,0.81
5581,0.147
5582,0.862
5583,0.0
5584,0.879
5585,0.011
5586,0.384
5587,0.076
5588,0.999
5589,0.845
5590,0.003
5591,0.033
5592,0.077
5593,0.867
5594,0.001
5595,0.481
5596,0.171
5597,0.0
5598,0.001
5599,0.746
5600,0.867
5601,0.876
5602,0.986
5603,0.0
5604,0.0
5605,0.02
5606,0.855
5607,0.003
5608,0.103
5609,0.004
5610,0.82
5611,0.668
5612,0.853
5613,0.0
5614,0.828
5615,0.025
5616,0.0
5617,0.015
5618,0.001
5619,0.024
5620,0.784
5621,0.1
5622,0.013
5623,0.019
5624,0.741
5625,0.91
5626,0.009
5627,0.005
5628,0.762
5629,0.098
5630,0.007
5631,0.085
5632,0.224
5633,0.0
5634,0.995
5635,0.02
5636,0.013
5637,0.0
5638,0.026
5639,0.779
5640,0.019
5641,0.038
5642,0.052
5643,0.722
5644,0.006
5645,0.025
5646,0.088
5647,0.005
5648,0.062
5649,0.804
5650,0.001
5651,0.949
5652,0.076
5653,0.13
5654,0.02
5655,0.006
5656,0.0
5657,0.689
5658,0.959
5659,0.403
5660,0.638
5661,0.0
5662,0.059
5663,0.635
5664,0.002
5665,0.01
5666,0.306
5667,0.007
5668,0.844
5669,0.927
5670,0.154
5671,0.078
5672,0.178
5673,0.154
5674,0.64
5675,0.074
5676,0.0
5677,0.007
5678,0.034
5679,0.056
5680,0.213
5681,0.054
5682,0.651
5683,0.037
5684,0.001
5685,0.997
5686,0.011
5687,0.059
5688,0.878
5689,0.0
5690,0.078
5691,0.125
5692,0.0
5693,0.001
5694,0.901
5695,0.055
5696,0.974
5697,0.03
5698,0.009
5699,0.0
5700,0.034
5701,0.209
5702,0.699
5703,0.998
5704,0.001
5705,0.225
5706,0.098
5707,0.343
5708,0.946
5709,0.641
5710,0.812
5711,0.733
5712,0.754
5713,0.964
5714,0.161
5715,0.0
5716,0.031
5717,0.736
5718,0.374
5719,0.005
5720,0.006
5721,0.051
5722,0.016
5723,0.0
5724,0.0
5725,0.174
5726,0.0
5727,0.953
5728,0.806
5729,0.022
5730,0.006
5731,0.141
5732,0.0
5733,0.206
5734,0.05
5735,0.0
5736,0.039
5737,0.005
5738,0.022
5739,0.002
5740,0.162
5741,0.0
5742,0.0
5743,0.024
5744,0.049
5745,0.092
5746,0.0
5747,0.997
5748,0.855
5749,0.104
5750,0.626
5751,0.015
5752,0.028
5753,0.053
5754,0.871
5755,0.707
5756,0.779
5757,0.892
5758,0.0
5759,0.04
5760,0.0
5761,0.289
5762,0.312
5763,0.0
5764,0.99
5765,0.06
5766,0.15
5767,0.94
5768,0.024
5769,0.165
5770,0.0
5771,0.832
5772,0.01
5773,0.551
5774,0.014
5775,0.012
5776,0.057
5777,0.103
5778,0.0
5779,0.009
5780,0.084
5781,0.0
5782,0.001
5783,0.066
5784,0.212
5785,0.01
5786,0.088
5787,0.022
5788,0.007
5789,0.001
5790,0.033
5791,0.617
5792,0.995
5793,0.733
5794,0.787
5795,0.362
5796,0.906
5797,0.0
5798,0.867
5799,0.0
5800,0.008
5801,0.0
5802,0.039
5803,0.021
5804,0.0
5805,0.002
5806,0.196
5807,0.0
5808,0.017
5809,0.033
5810,0.0
5811,0.153
5812,0.152
5813,0.781
5814,0.042
5815,0.05
5816,0.105
5817,0.918
5818,0.057
5819,0.016
5820,0.153
5821,0.378
5822,0.963
5823,0.108
5824,0.166
5825,0.206
5826,0.0
5827,0.33
5828,0.002
5829,0.0
5830,0.004
5831,0.915
5832,0.041
5833,0.001
5834,0.12
5835,0.015
5836,0.956
5837,0.043
5838,0.0
5839,0.896
5840,0.0
5841,0.163
5842,0.001
5843,0.0
5844,0.0
5845,0.111
5846,0.001
5847,0.005
5848,0.403
5849,0.0
5850,0.0
5851,0.0
5852,0.0
5853,0.0
5854,0.131
5855,0.129
5856,0.051
5857,0.7
5858,0.0
5859,0.0
5860,0.072
5861,0.232
5862,0.193
5863,0.087
5864,0.139
5865,0.001
5866,0.113
5867,0.572
5868,0.001
5869,0.19
5870,0.025
5871,0.83
5872,0.005
5873,0.197
5874,0.113
5875,0.801
5876,0.983
5877,0.052
5878,0.005
5879,0.0
5880,0.354
5881,0.016
5882,0.998
5883,0.009
5884,0.032
5885,0.607
5886,0.018
5887,0.133
5888,0.007
5889,0.894
5890,0.0
5891,0.0
5892,0.0
5893,0.001
5894,0.218
5895,0.014
5896,0.001
5897,0.0
5898,0.801
5899,0.027
5900,0.043
5901,0.499
5902,0.295
5903,0.049
5904,0.029
5905,0.383
5906,0.126
5907,0.033
5908,0.16
5909,0.897
5910,0.002
5911,0.002
5912,0.002
5913,0.0
5914,0.059
5915,0.006
5916,0.006
5917,0.672
5918,0.51
5919,0.655
5920,0.0
5921,0.001
5922,0.484
5923,0.095
5924,0.271
5925,0.476
5926,0.093
5927,0.001
5928,0.0
5929,0.833
5930,0.163
5931,0.723
5932,0.001
5933,0.389
5934,0.001
5935,0.004
5936,0.895
5937,0.111
5938,0.037
5939,0.288
5940,0.744
5941,0.68
5942,0.0
5943,0.937
5944,0.726
5945,0.002
5946,0.087
5947,0.22
5948,0.797
5949,0.001
5950,0.002
5951,0.027
5952,0.003
5953,0.0
5954,0.007
5955,0.719
5956,0.02
5957,0.062
5958,0.011
5959,0.154
5960,0.0
5961,0.015
5962,0.009
5963,0.0
5964,0.047
5965,0.976
5966,0.013
5967,0.0
5968,0.995
5969,0.0
5970,0.674
5971,0.027
5972,0.039
5973,0.006
5974,0.041
5975,0.022
5976,0.255
5977,0.829
5978,0.001
5979,0.869
5980,0.922
5981,0.02
5982,0.0
5983,0.0
5984,0.003
5985,0.489
5986,0.049
5987,0.019
5988,0.002
5989,0.054
5990,0.029
5991,0.029
5992,0.0
5993,0.004
5994,0.247
5995,0.001
5996,0.006
5997,0.057
5998,0.009
5999,0.0
6000,0.009
6001,0.016
6002,0.992
6003,0.039
6004,0.801
6005,0.855
6006,0.012
6007,0.681
6008,0.988
6009,0.001
6010,0.857
6011,0.996
6012,0.013
6013,0.03
6014,0.0
6015,0.007
6016,0.933
6017,0.724
6018,0.009
6019,0.207
6020,0.681
6021,0.014
6022,0.324
6023,0.008
6024,0.791
6025,0.449
6026,0.022
6027,0.099
6028,0.0
6029,0.045
6030,0.747
6031,0.079
6032,0.944
6033,0.206
6034,0.007
6035,0.952
6036,0.681
6037,0.071
6038,0.238
6039,0.012
6040,0.036
6041,0.002
6042,0.803
6043,0.0
6044,0.0
6045,0.759
6046,0.076
6047,0.275
6048,0.0
6049,0.321
6050,0.117
6051,0.01
6052,0.06
6053,0.001
6054,0.012
6055,0.008
6056,0.005
6057,0.019
6058,0.032
6059,0.007
6060,0.001
6061,0.217
6062,0.037
6063,0.006
6064,0.289
6065,0.129
6066,0.99
6067,0.009
6068,0.01
6069,0.02
6070,0.211
6071,0.027
6072,0.003
6073,0.148
6074,0.0
6075,0.497
6076,0.001
6077,0.021
6078,0.02
6079,0.0
6080,0.12
6081,0.023
6082,0.784
6083,0.0
6084,0.751
6085,0.06
6086,0.081
6087,0.0
6088,0.0
6089,0.162
6090,0.008
6091,0.204
6092,0.056
6093,0.237
6094,0.0
6095,0.005
6096,0.016
6097,0.282
6098,0.003
6099,0.012
6100,0.123
6101,0.531
6102,0.001
6103,0.13
6104,0.0
6105,0.694
6106,0.001
6107,0.001
6108,0.0
6109,0.074
6110,0.083
6111,0.924
6112,0.743
6113,0.0
6114,0.392
6115,0.691
6116,0.874
6117,0.018
6118,0.004
6119,0.069
6120,0.992
6121,1.0
6122,0.002
6123,0.003
6124,0.822
6125,0.178
6126,0.006
6127,0.008
6128,0.001
6129,0.109
6130,0.172
6131,0.043
6132,0.098
6133,0.031
6134,0.167
6135,0.861
6136,0.198
6137,0.434
6138,0.002
6139,0.051
6140,0.0
6141,0.365
6142,0.001
6143,0.9
6144,0.055
6145,0.159
6146,0.327
6147,0.789
6148,0.0
6149,0.949
6150,0.123
6151,0.325
6152,0.002
6153,0.166
6154,0.001
6155,0.028
6156,0.0
6157,0.058
6158,0.008
6159,0.0
6160,0.065
6161,0.11
6162,0.044
6163,0.001
6164,0.08
6165,0.433
6166,0.004
6167,0.043
6168,0.0
6169,0.007
6170,0.779
6171,0.129
6172,0.247
6173,0.989
6174,0.0
6175,0.002
6176,0.205
6177,0.864
6178,0.011
6179,0.771
6180,0.243
6181,0.888
6182,0.02
6183,0.0
6184,0.748
6185,0.119
6186,0.702
6187,0.003
6188,0.275
6189,0.108
6190,0.0
6191,0.161
6192,0.849
6193,0.003
6194,0.0
6195,0.024
6196,0.311
6197,0.814
6198,0.003
6199,0.62
6200,0.845
6201,0.026
6202,0.168
6203,0.036
6204,0.42
6205,0.958
6206,0.071
6207,0.289
6208,0.979
6209,0.011
6210,0.0
6211,0.226
6212,0.836
6213,0.887
6214,0.231
6215,0.0
6216,0.918
6217,0.962
6218,0.071
6219,0.206
6220,0.939
6221,0.006
6222,0.184
6223,0.002
6224,0.952
6225,0.944
6226,0.001
6227,0.927
6228,0.269
6229,0.0
6230,0.629
6231,0.081
6232,0.378
6233,0.992
6234,0.025
6235,0.033
6236,0.989
6237,0.063
6238,0.0
6239,0.003
6240,0.041
6241,0.005
6242,0.013
6243,0.049
6244,0.001
6245,0.879
6246,0.0
6247,0.0
6248,0.291
6249,0.001
6250,0.803
6251,0.0
6252,0.004
6253,0.09
6254,0.0
6255,0.089
6256,0.627
6257,0.001
6258,0.023
6259,0.021
6260,0.04
6261,0.001
6262,0.0
6263,0.506
6264,0.701
6265,0.057
6266,0.051
6267,0.0
6268,0.0
6269,0.071
6270,0.597
6271,0.0
6272,0.004
6273,0.0
6274,0.114
6275,0.124
6276,0.0
6277,0.01
6278,0.174
6279,0.259
6280,0.004
6281,0.927
6282,0.052
6283,0.0
6284,0.001
6285,0.0
6286,0.02
6287,0.0
6288,0.011
6289,0.946
6290,0.003
6291,0.992
6292,0.0
6293,0.041
6294,0.007
6295,0.962
6296,0.003
6297,0.0
6298,0.019
6299,0.98
6300,0.033
6301,0.154
6302,0.064
6303,0.863
6304,0.985
6305,0.0
6306,0.065
6307,0.011
6308,0.048
6309,0.026
6310,0.926
6311,0.055
6312,0.0
6313,0.927
6314,0.181
6315,0.011
6316,0.0
6317,0.005
6318,0.081
6319,0.02
6320,0.169
6321,0.0
6322,0.075
6323,0.0
6324,0.947
6325,0.713
6326,0.003
6327,0.011
6328,0.002
6329,0.003
6330,0.746
6331,0.85
6332,0.932
6333,0.011
6334,0.95
6335,0.63
6336,0.02
6337,0.933
6338,0.006
6339,0.162
6340,0.005
6341,0.034
6342,0.097
6343,0.105
6344,0.826
6345,0.014
6346,0.0
6347,0.002
6348,0.006
6349,0.999
6350,0.006
6351,0.0
6352,0.936
6353,0.03
6354,0.099
6355,0.234
6356,0.415
6357,0.0
6358,0.002
6359,0.734
6360,0.007
6361,0.043
6362,0.106
6363,0.077
6364,0.049
6365,0.113
6366,0.0
6367,0.0
6368,0.0
6369,0.875
6370,0.014
6371,0.05
6372,0.01
6373,0.991
6374,0.001
6375,0.107
6376,0.014
6377,0.053
6378,0.943
6379,0.698
6380,0.015
6381,0.094
6382,0.884
6383,0.996
6384,0.223
6385,0.078
6386,0.0
6387,0.766
6388,0.054
6389,0.0
6390,0.052
6391,0.847
6392,0.965
6393,0.0
6394,0.004
6395,0.003
6396,0.0
6397,0.275
6398,0.009
6399,0.002
6400,0.005
6401,0.083
6402,0.004
6403,0.006
6404,0.006
6405,0.004
6406,0.704
6407,0.142
6408,0.0
6409,0.009
6410,0.0
6411,0.071
6412,0.0
6413,0.069
6414,0.955
6415,0.856
6416,0.965
6417,0.007
6418,0.077
6419,0.408
6420,0.965
6421,0.542
6422,0.003
6423,0.046
6424,0.404
6425,0.527
6426,0.182
6427,0.0
6428,0.0
6429,0.983
6430,0.016
6431,0.0
6432,0.028
6433,0.756
6434,0.062
6435,0.001
6436,0.0
6437,0.0
6438,0.106
6439,0.0
6440,0.002
6441,0.022
6442,0.784
6443,0.0
6444,0.003
6445,0.0
6446,0.0
6447,0.21
6448,0.0
6449,0.0
6450,0.0
6451,0.119
6452,0.006
6453,0.991
6454,0.13
6455,0.905
6456,0.008
6457,0.94
6458,0.02
6459,0.013
6460,0.012
6461,0.007
6462,0.0
6463,0.037
6464,0.039
6465,0.998
6466,0.152
6467,0.051
6468,0.934
6469,0.008
6470,0.0
6471,0.017
6472,0.049
6473,0.11
6474,0.003
6475,0.87
6476,0.176
6477,0.043
6478,0.999
6479,0.023
6480,0.011
6481,0.054
6482,0.734
6483,0.797
6484,0.804
6485,0.68
6486,0.219
6487,0.906
6488,0.122
6489,0.0
6490,0.071
6491,0.128
6492,0.916
6493,0.045
6494,0.004
6495,0.208
6496,0.0
6497,0.005
6498,0.001
6499,0.81
6500,1.0
6501,0.0
6502,0.027
6503,0.013
6504,0.002
6505,0.195
6506,0.03
6507,0.429
6508,0.15
6509,0.018
6510,0.033
6511,0.0
6512,0.718
6513,0.783
6514,0.219
6515,0.154
6516,0.002
6517,0.008
6518,0.006
6519,0.96
6520,0.033
6521,0.0
6522,0.0
6523,0.0
6524,0.977
6525,0.0
6526,0.026
6527,0.024
6528,0.55
6529,0.003
6530,0.675
6531,0.002
6532,0.671
6533,0.981
6534,0.0
6535,0.959
6536,0.048
6537,0.816
6538,0.06
6539,0.009
6540,0.002
6541,0.119
6542,0.001
6543,0.012
6544,0.0
6545,0.001
6546,0.733
6547,0.702
6548,0.778
6549,0.088
6550,0.019
6551,0.004
6552,0.069
6553,0.077
6554,0.101
6555,0.003
6556,0.987
6557,0.033
6558,0.0
6559,0.045
6560,0.069
6561,0.806
6562,0.184
6563,0.929
6564,0.001
6565,0.0
6566,0.092
6567,0.001
6568,0.065
6569,0.666
6570,0.124
6571,0.0
6572,0.002
6573,0.692
6574,0.767
6575,0.003
6576,0.914
6577,0.08
6578,0.002
6579,0.005
6580,0.935
6581,0.798
6582,0.39
6583,0.001
6584,0.17
6585,0.744
6586,0.191
6587,0.0
6588,0.021
6589,0.001
6590,0.631
6591,0.006
6592,0.112
6593,0.0
6594,0.002
6595,0.969
6596,0.009
6597,0.0
6598,0.504
6599,1.0
6600,0.616
6601,0.035
6602,0.002
6603,0.879
6604,0.011
6605,0.01
6606,0.676
6607,0.299
6608,0.977
6609,0.932
6610,0.096
6611,0.042
6612,0.005
6613,0.0
6614,0.87
6615,0.458
6616,0.021
6617,0.039
6618,0.098
6619,0.002
6620,0.002
6621,0.974
6622,0.188
6623,0.014
6624,0.036
6625,0.383
6626,0.0
6627,0.054
6628,0.178
6629,0.0
6630,0.0
6631,0.1
6632,0.164
6633,0.916
6634,0.02
6635,0.203
6636,0.405
6637,0.545
6638,0.231
6639,0.995
6640,0.0
6641,0.0
6642,0.034
6643,0.046
6644,0.097
6645,0.121
6646,0.012
6647,0.0
6648,0.754
6649,0.697
6650,0.0
6651,0.0
6652,0.031
6653,0.396
6654,0.009
6655,0.718
6656,0.001
6657,0.0
6658,0.847
6659,0.413
6660,0.933
6661,0.906
6662,0.001
6663,0.0
6664,0.964
6665,0.864
6666,0.032
6667,0.107
6668,0.194
6669,0.961
6670,0.003
6671,0.136
6672,0.008
6673,0.013
6674,0.101
6675,0.774
6676,0.025
6677,0.962
6678,0.026
